timestamp,air_temperature
1656824400,24.77
1656828000,27.2
1656831600,30.65
1656835200,32.13
1656838800,32.565
1656842400,34.025
1656846000,35.135
1656849600,35.84
1656853200,36.055
1656856800,36.435
1656860400,36.195
1656864000,35.025
1656867600,34.105
1656871200,31.275
1656874800,25.135
1656878400,23.475
1656882000,24.255
1656885600,24.19
1656889200,23.56
1656892800,23.08
1656896400,22.815
1656900000,22.42
1656903600,22.165
1656907200,22.37
1656910800,25.545
1656914400,28.48
1656918000,31.835
1656921600,32.195
1656925200,33.57
1656928800,34.94
1656932400,35.69
1656936000,34.895
1656939600,36.675
1656943200,36.005
1656946800,35.435
1656950400,35.585
1656954000,33.385
1656957600,30.275
1656961200,27.125
1656964800,24.25
1656968400,23.31
1656972000,21.405
1656975600,21.76
1656979200,21.82
1656982800,21.135
1656986400,20.695
1656990000,18.36
1656993600,18.98
1656997200,22.775
1657000800,26.065
1657004400,30.155
1657008000,31.84
1657011600,31.215
1657015200,32.025
1657018800,33.13
1657022400,34.285
1657026000,34.74
1657029600,35.055
1657033200,35.06
1657036800,34.695
1657040400,35.05
1657044000,31.8
1657047600,26.96
1657051200,24.19
1657054800,23.735
